Census Tract, Total Population,California County,ZIP,"Nearby City 
(to help approximate location only)",Longitude,Latitude,DRAFT CES 4.0 Score,DRAFT CES 4.0 Percentile,"DRAFT CES 4.0
Percentile Range",Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
6111007700,5925,Ventura ,93065,Simi Valley,-118.8083423,34.278331,27.28,55.80,55-60%,0.051,64.36,9.277627448,41.61,0.147,50.35,453.44,43.27,41.18,38.85,5.19,55.19,9.022650233,10.89,1100.709414,64.01,0,0.00,31.5,81.56,0.525,71.77,18,97.53,5.3,75.99,52.50,6.46,81.03,43.24,46.49,4.24,32.27,13.97,60.06,11.9,47.09,4.1,31.47,19.7,30.94,6.6,56.19,9.4,10.17,40.72,4.22,36.65
6037480102,4740,Los Angeles,91775,San Gabriel,-118.0849636,34.1081896,27.28,55.79,55-60%,0.054,71.55,11.68274338,65.69,0.110,40.41,746.80,78.33,51.57,53.34,8.66,59.78,1907.533366,72.55,760.782582,41.26,13,73.39,30.8,80.86,0,0.00,0,0.00,0.5,20.37,51.88,6.39,79.50,21.62,11.12,4.02,27.12,10.22,31.68,14.6,54.03,18.8,84.28,25.8,43.09,7.7,66.71,17.1,47.39,41.20,4.27,37.20
6083002305,6979,Santa Barbara,93458,Santa Maria,-120.4444646,34.9714322,27.28,55.78,55-60%,0.033,11.31,7.778135479,11.52,0.143,49.47,244.25,9.13,61.07,67.03,249.02,81.59,24.86126647,16.38,610.1560984,29.21,1.75,24.83,10.2,49.29,0.1,41.46,10,84.20,0,0.00,36.29,4.47,36.63,55.35,63.19,4.57,40.47,8.47,16.94,56.2,98.15,21,87.42,53.8,83.58,6.1,50.06,22.1,68.82,58.90,6.11,63.78
6067009112,3995,Sacramento ,95826,Sacramento,-121.3457916,38.538965,27.27,55.76,55-60%,0.048,54.42,8.823671446,33.38,0.092,34.36,460.91,44.27,34.89,30.08,0.56,37.07,104.5718651,27.62,595.4002315,28.08,1,18.72,0.5,4.99,0.25,58.79,4,44.59,1,33.24,34.80,4.28,32.52,69.15,77.85,5.26,59.19,13.92,59.72,8.8,36.71,5.8,41.83,39.5,65.10,7.3,63.28,25.5,79.29,61.41,6.37,67.54
6075011800,1477,San Francisco,94108,San Francisco,-122.4061645,37.7933506,27.27,55.75,55-60%,0.028,1.13,8.726242016,30.88,0.709,95.58,257.97,13.56,73.93,83.00,0.00,0.00,642.8196716,52.03,533.9397882,23.56,1.3,21.12,9.85,47.08,1.375,85.32,10,84.20,0,0.00,40.83,5.03,50.30,27.6,21.14,3.85,23.06,7.04,7.80,32.4,82.08,55.8,99.75,52.8,82.46,NA,NA,28,85.10,52.34,5.43,53.76
6073010014,19418,San Diego,92154,San Diego,-116.9784514,32.5754388,27.27,55.74,55-60%,0.044,36.13,12.52284614,91.18,0.109,40.22,294.25,18.76,29.45,23.35,0.00,0.00,2802.277995,79.17,694.1635153,35.56,9,60.78,30,80.23,0.65,76.51,2,24.15,16.75,96.87,49.60,6.11,74.25,41.72,44.24,5.45,63.32,10.29,32.24,20.3,64.80,7.6,50.92,18.1,27.26,4.8,33.92,12,20.92,43.08,4.47,39.82
6065042624,4547,Riverside ,92555,Moreno Valley,-117.1127892,33.890645,27.27,55.73,55-60%,0.066,97.70,10.44958913,52.18,0.052,18.83,235.69,8.39,33.14,28.06,1.14,43.30,601.1823324,50.40,334.0941083,9.99,0,0.00,7.5,41.13,0.025,16.41,0,0.00,4.7,71.65,34.35,4.23,31.41,61.87,71.39,6.27,79.91,21.77,93.12,13.5,51.35,4.2,32.23,26.9,45.30,4.8,33.92,18.1,51.91,62.21,6.45,68.74
6097153002,6874,Sonoma ,95401,Santa Rosa,-122.7327641,38.4410975,27.26,55.71,55-60%,0.032,8.72,7.43051198,9.27,0.224,66.20,147.72,4.61,62.52,69.12,0.00,0.00,0.005927167,1.00,1469.15453,77.40,4,39.89,129,97.86,0.05,26.37,4,44.59,10.25,91.35,39.70,4.89,46.91,56.21,64.23,3.49,16.00,15.92,71.05,24.8,72.27,12.7,70.60,35.9,60.08,4.7,32.61,17.8,50.44,53.81,5.58,56.05
6057000502,4908,Nevada ,95945,Grass Valley,-121.0816502,39.2116634,27.26,55.70,55-60%,0.059,81.18,5.562013033,2.20,0.055,19.86,667.80,64.16,58.44,63.34,0.34,32.77,0.0113287,1.48,488.1561935,20.00,65.45,97.85,18.5,67.01,0,0.00,1,13.12,8,86.86,41.41,5.10,52.03,62.87,72.26,4.3,33.73,12.18,47.42,5.7,24.29,5,37.57,34.9,58.77,10.9,85.81,18.5,53.76,51.59,5.35,52.64
6059087001,5297,Orange ,92804,Anaheim,-117.980284,33.8248552,27.26,55.69,55-60%,0.044,38.28,11.90320195,73.29,0.119,43.22,466.52,45.29,76.99,86.31,0.68,38.79,7517.946615,95.32,810.4687988,44.98,0,0.00,5.55,34.10,0,0.00,0,0.00,1.5,39.94,43.73,5.38,58.56,40.83,42.80,4.17,30.59,11.27,40.19,24.6,71.91,9.1,57.64,40.1,65.95,3.6,18.57,28,85.10,48.85,5.06,48.73
6055200503,1683,Napa ,94559,Napa,-122.287051,38.3052531,27.25,55.67,55-60%,0.036,15.63,10.33604293,51.33,0.097,36.18,394.03,33.75,76.31,85.58,0.03,16.73,670.1203513,53.00,600.4403465,28.45,6.5,50.20,45,89.01,0.1,41.46,3,34.11,2,51.98,44.50,5.48,60.63,43.69,47.18,5.13,55.85,11.04,38.24,15.3,55.39,14.4,74.92,39.9,65.65,2.4,6.90,16,41.51,47.98,4.97,47.33
6059110116,4981,Orange ,90623,La Palma,-118.0412155,33.8485886,27.25,55.66,55-60%,0.043,35.43,11.82878158,70.53,0.084,31.14,677.42,66.39,44.11,42.61,0.00,0.00,3924.393351,88.09,1057.082268,61.60,1.25,20.85,0.75,6.99,0,0.00,6,59.92,2.6,58.54,42.74,5.26,55.57,37.46,37.24,5.16,56.61,12.9,53.23,6.7,28.34,21.5,88.05,27.1,45.74,5.8,46.14,16.9,46.27,49.97,5.18,50.23
6083002404,9012,Santa Barbara,93458,Santa Maria,-120.4448288,34.9423293,27.25,55.65,55-60%,0.032,9.30,7.522110192,9.76,0.185,59.19,244.25,9.13,79.87,88.99,17.49,64.54,18.33873273,14.00,518.755208,22.38,5.9,47.52,13,56.14,0,0.00,0,0.00,2,51.98,33.48,4.12,28.91,54.4,62.35,5.46,63.54,8.33,15.78,74.5,99.99,44.6,98.98,70,96.17,4.6,31.32,24.1,75.15,63.77,6.61,71.19
6037408003,4642,Los Angeles,91792,West Covina,-117.9154705,34.0455304,27.25,55.64,55-60%,0.054,72.11,12.14687818,86.92,0.081,30.12,811.03,88.64,52.42,54.50,2.00,47.74,3575.750081,85.97,311.2894895,8.96,3,33.47,0.4,3.71,0.05,26.37,2,24.15,1.25,36.51,47.86,5.89,69.84,37.22,36.83,3.99,26.29,9.87,28.61,16.7,58.21,13.7,73.31,20.2,32.11,7.1,61.36,21.9,68.20,44.61,4.63,42.17
6095250103,4988,Solano ,94591,Vallejo,-122.2216027,38.1164685,27.24,55.62,55-60%,0.035,12.97,9.111881336,39.42,0.194,60.97,297.40,19.21,39.09,35.74,0.00,0.00,1150.98999,63.95,2159.560847,89.25,0,0.00,17.5,65.36,0,0.00,1,13.12,0,0.00,32.02,3.94,25.12,82.72,86.88,6.54,84.03,12.96,53.55,11.4,45.44,6.7,46.44,27.5,46.47,8.5,73.08,26.2,81.09,66.66,6.91,75.26
6037137103,5311,Los Angeles,91367,Woodland Hills,-118.6013402,34.1744847,27.24,55.61,55-60%,0.057,76.59,11.56304345,62.48,0.497,89.76,702.76,72.97,6.63,1.86,5.85,55.98,257.6286723,37.74,2500.157901,92.58,0,0.00,15.4,61.39,0.05,26.37,0,0.00,0,0.00,46.68,5.75,66.67,38.86,39.49,5.75,69.99,15.38,68.71,6.7,28.34,NA,NA,17.6,26.18,2.1,4.85,22.1,68.82,45.72,4.74,43.73
6059088403,7200,Orange ,92840,Garden Grove,-117.9105799,33.7888906,27.23,55.60,55-60%,0.046,44.37,11.96680922,76.69,0.174,57.06,680.88,66.76,68.83,77.61,0.00,0.00,17660.52946,99.25,951.4564974,55.14,0,0.00,6.2,36.76,0.05,26.37,0,0.00,2,51.98,47.41,5.84,68.72,38.72,39.18,3.2,11.37,10.99,37.67,23,69.16,16.5,80.03,34.9,58.77,4.5,29.90,21.1,65.13,45.00,4.67,42.76
6037462202,2785,Los Angeles,91101,Pasadena,-118.1369288,34.1489289,27.23,55.59,55-60%,0.056,74.31,11.13912936,56.08,0.931,97.76,630.73,60.24,31.44,25.56,0.00,0.00,1226.440023,65.09,2127.070127,88.85,8,56.20,0.3,3.58,0,0.00,0,0.00,4,69.33,47.60,5.86,69.18,29.35,23.88,2.87,7.78,12.23,47.76,4.8,20.01,17,81.20,43.4,70.74,7,60.24,27.3,83.75,44.83,4.65,42.52
6037900705,3949,Los Angeles,93534,Lancaster,-118.155171,34.6584238,27.23,55.57,55-60%,0.062,89.68,7.510487603,9.67,0.225,66.35,668.20,64.18,35.77,31.28,0.00,0.00,1372.56071,67.02,1202.950957,68.79,0,0.00,3,22.97,0,0.00,0,0.00,0,0.00,34.61,4.26,32.13,150.27,98.85,4.91,49.91,20.7,89.36,7.2,30.45,2.1,16.42,41.1,67.44,4.4,28.48,24.6,76.80,61.65,6.39,67.87
6037403901,3279,Los Angeles,91740,Glendora,-117.873247,34.1215084,27.22,55.56,55-60%,0.060,82.78,12.01688922,79.30,0.461,88.08,822.71,89.93,80.05,89.18,0.01,10.71,2096.720093,74.03,3181.391361,96.64,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,50.89,6.26,77.15,51.35,58.28,3.36,13.91,13.82,59.28,15.5,55.85,2.8,22.13,24.6,40.79,4.8,33.92,17.1,47.39,41.92,4.35,38.16
6037111205,4064,Los Angeles,91325,Northridge,-118.5352005,34.2540547,27.22,55.55,55-60%,0.061,86.80,11.70425543,66.45,0.085,31.47,702.76,72.97,27.07,20.04,0.00,0.00,284.9316661,39.07,889.1301489,50.73,0.25,4.82,0,0.00,0.1,41.46,3,34.11,10,91.03,42.06,5.18,53.62,46.48,51.21,5.71,69.16,13.05,54.36,4.4,18.16,7.2,49.07,20.8,33.25,6.3,52.65,20.6,62.89,50.72,5.26,51.31
6037111100,3128,Los Angeles,91344,Granada Hills,-118.4950694,34.2683099,27.22,55.54,55-60%,0.062,89.26,11.41925994,59.61,0.102,37.90,702.76,72.97,60.97,66.93,0.00,0.00,227.251002,35.95,2039.576488,87.68,0,0.00,0,0.00,0.01,8.74,3,34.11,0,0.00,40.38,4.97,48.91,52.54,59.63,4.86,48.54,13.58,57.89,17.7,59.91,5.8,41.83,20.5,32.70,7.4,64.21,18.3,52.83,52.83,5.48,54.49
6067003000,7318,Sacramento ,95820,Sacramento,-121.4295972,38.5358637,27.22,55.52,55-60%,0.046,44.89,8.949452137,36.18,0.070,26.05,252.98,10.98,73.50,82.61,0.00,0.00,128.7485644,30.09,452.5688956,17.50,7.4,53.89,29.95,80.03,0.05,26.37,0,0.00,7,83.46,36.94,4.55,38.58,104.31,93.86,4.11,29.15,21.08,90.58,12.9,49.79,3,23.92,38.6,63.76,7.5,65.16,11.5,18.75,57.73,5.99,61.85
6075012402,4320,San Francisco,94102,San Francisco,-122.4177669,37.780125,27.20,55.51,55-60%,0.028,1.74,8.601749206,26.16,1.964,99.75,257.97,13.56,36.61,32.36,0.00,6.02,571.0069987,49.08,1059.738546,61.81,24.65,88.18,25,75.62,0.675,77.08,0,0.00,0,0.00,40.27,4.96,48.65,54.59,62.50,6.67,86.03,6.8,6.69,10.6,42.63,10.6,63.66,32.1,54.20,4.3,27.44,26.9,82.77,52.94,5.49,54.70
6059099226,4139,Orange ,92708,Fountain Valley,-117.9329082,33.7235974,27.19,55.50,55-60%,0.044,36.00,11.57942036,62.81,0.082,30.48,285.30,16.07,41.44,39.26,0.00,0.00,5735.610026,92.96,1031.440481,60.00,5.5,46.81,3,22.97,0.735,78.37,0,0.00,0.5,20.37,39.37,4.85,45.90,31.23,27.23,6.37,81.70,12.39,49.64,15.4,55.58,13.6,72.99,23.9,39.48,6.9,59.22,17.6,49.62,54.12,5.61,56.42
6073014001,4518,San Diego,91945,Lemon Grove,-117.023685,32.7369483,27.18,55.49,55-60%,0.045,40.87,10.2168199,50.53,0.079,29.38,405.31,35.78,67.33,75.41,0.00,0.00,239.4642385,36.54,1265.968054,71.28,0,0.00,58.5,92.73,0,0.00,0,0.00,0,0.00,34.50,4.25,31.91,74.58,81.77,6.34,81.22,13.14,54.91,22.5,68.44,2.3,18.31,34,57.40,6.7,57.20,18.3,52.83,61.73,6.40,67.99
6029005201,4693,Kern ,93285,Wofford Heights,-118.5033077,35.6862875,27.18,55.47,55-60%,0.064,94.47,8.490291405,22.49,0.001,0.42,1070.23,99.29,26.75,19.70,11.01,61.35,0.548240333,5.05,61.0566991,0.36,4,39.89,35.5,84.32,0,0.00,3,34.11,20,98.26,42.37,5.21,54.49,57.27,65.73,4.98,51.82,19.83,86.88,7.1,30.02,1.5,11.19,48.9,77.90,4.8,33.92,9,8.89,50.26,5.21,50.68
6065041702,5261,Riverside ,92882,Corona,-117.576529,33.8674156,27.18,55.46,55-60%,0.058,80.09,12.37478489,90.34,0.114,41.68,656.14,62.76,60.57,66.47,0.00,0.00,3677.530029,86.64,287.8277077,7.64,2.8,31.90,11,51.40,0,0.00,0,0.00,2,51.98,45.32,5.58,62.84,35.75,34.68,5.02,52.85,17.26,77.31,22,67.68,3.3,26.35,39.9,65.65,2.8,10.14,12.9,25.31,46.99,4.87,45.78
6065043601,4643,Riverside ,92583,San Jacinto,-116.9530305,33.7834484,27.17,55.45,55-60%,0.063,93.11,9.308091099,42.08,0.070,25.81,97.63,0.51,66.30,74.31,0.00,0.00,222.3818359,35.61,410.4767652,14.94,9,60.78,0,0.00,0,0.00,0,0.00,0,0.00,27.92,3.44,16.25,77.79,83.92,4.14,29.88,26.68,98.78,43.6,91.87,11.4,66.59,74.5,97.99,13.3,93.08,19.6,58.82,76.27,7.91,88.01
6073010106,5985,San Diego,92154,San Diego,-117.0723177,32.5717846,27.16,55.44,55-60%,0.040,26.22,12.45063954,90.78,0.299,76.29,301.29,19.79,47.71,48.05,0.01,11.43,1009.8184,61.38,855.223558,48.23,0,0.00,10,48.91,0,0.00,0,0.00,0.2,8.40,35.67,4.39,34.75,36.19,35.24,5.78,70.61,9.18,22.59,35.6,85.00,21.6,88.17,49.6,78.64,12.8,91.61,15.5,39.20,59.67,6.19,64.75
6071007302,9579,San Bernardino,92373,Redlands,-117.2307072,34.0226242,27.15,55.42,55-60%,0.069,99.05,11.36749413,58.71,0.065,24.04,807.21,88.36,12.74,5.86,67.47,74.71,992.6280112,60.90,583.4151109,27.03,8,56.20,11,51.40,0.135,48.00,1,13.12,14,95.40,54.16,6.67,84.06,39.17,40.04,5.31,60.06,11.95,45.61,7.4,31.25,4.7,35.73,16.6,23.82,5.1,37.78,12.1,21.34,39.28,4.07,34.24
6037920036,3170,Los Angeles,91351,Canyon Country,-118.4758577,34.4215429,27.15,55.41,55-60%,0.064,94.76,10.13942579,50.11,0.117,42.44,582.29,56.20,48.40,49.26,0.00,0.00,96.18493397,26.61,1569.585812,79.51,0,0.00,0,0.00,0,0.00,1,13.12,1.2,34.69,36.43,4.48,36.96,58.84,67.88,5.75,69.99,15.29,68.32,16.7,58.21,1.6,11.96,32.2,54.50,8,69.34,16.9,46.27,58.39,6.05,62.82
6037401203,5295,Los Angeles,91740,Glendora,-117.853784,34.1111653,27.15,55.40,55-60%,0.059,81.57,12.1740827,87.63,0.398,84.69,432.95,40.08,48.82,49.83,0.00,0.00,2209.223348,74.79,1929.48163,85.86,0,0.00,0,0.00,0,0.00,0,0.00,0.5,20.37,43.40,5.34,57.65,55.22,63.02,4.14,29.88,15.03,66.54,10.7,43.02,3.1,24.67,21.8,35.44,7.5,65.16,19,56.13,49.02,5.08,48.94
6075061100,4692,San Francisco,94111,San Francisco,-122.4040647,37.7955998,27.13,55.38,55-60%,0.028,1.07,8.726242016,30.88,0.768,96.37,257.97,13.56,60.73,66.68,0.00,0.00,644.4383341,52.08,443.1552291,16.88,2.9,32.20,15.1,60.75,1.575,86.42,10,84.20,0,0.00,40.70,5.01,49.81,18.72,7.51,4.31,33.95,4.03,0.10,60.8,99.24,75.2,99.99,71.6,97.01,7.7,66.71,30.4,90.15,52.24,5.42,53.61
6037139200,5840,Los Angeles,91316,Encino,-118.5246447,34.1756962,27.12,55.37,55-60%,0.059,81.39,13.05253739,93.95,0.146,50.23,702.76,72.97,49.58,50.85,0.00,0.00,376.0806681,42.84,3153.781923,96.51,1.8,25.05,6.75,38.31,0,0.00,10,84.20,5.2,75.75,55.62,6.85,86.53,40.11,41.70,3.49,16.00,8.09,14.31,9.1,37.73,8.5,54.87,28.2,47.80,8,69.34,18.2,52.42,38.22,3.96,32.81
6053011101,5837,Monterey ,93924,Carmel Valley,-121.4738188,36.3642891,27.12,55.36,55-60%,0.038,18.34,4.713144438,0.83,0.006,2.64,940.69,96.81,69.94,78.94,278.68,82.23,0.111302467,2.74,220.0192745,4.83,0,0.00,2,16.54,0.025,16.41,6,59.92,3,62.71,34.32,4.22,31.33,38.04,38.04,5.95,74.22,13.14,54.91,61.4,99.34,24.7,91.73,70.2,96.31,2.5,7.62,16.8,45.66,61.93,6.42,68.30
6037501802,3485,Los Angeles,90602,Whittier,-118.0292523,33.9679116,27.12,55.35,55-60%,0.048,54.29,11.94722225,75.58,0.185,59.38,474.61,46.14,75.17,84.35,0.00,0.00,3133.786621,82.21,1135.174669,65.80,0,0.00,14.4,58.44,0,0.00,0,0.00,2,51.98,46.34,5.70,65.72,55.62,63.43,4.17,30.59,15.7,70.15,9.4,38.75,1.3,9.47,27.6,46.62,4.8,33.92,19,56.13,45.85,4.75,43.88
6037408625,4188,Los Angeles,91745,Hacienda Heights,-117.9634087,33.9886212,27.11,55.33,55-60%,0.051,63.30,11.97581289,77.16,0.052,18.69,800.04,87.36,48.28,49.07,0.00,0.00,3471.883301,85.30,818.8891233,45.56,0,0.00,11,51.40,0,0.00,0,0.00,1.25,36.51,41.40,5.10,52.01,46.16,50.76,5.65,67.92,12.41,49.83,9.6,39.52,14,73.97,21.2,33.96,5.8,46.14,15.4,38.74,51.32,5.32,52.24
6073008511,4610,San Diego,92123,San Diego,-117.1415783,32.8259958,27.10,55.32,55-60%,0.044,36.47,8.826684714,33.48,0.503,89.99,310.01,23.45,20.73,12.82,0.28,30.98,207.3328349,34.85,1531.121342,78.70,51.25,96.41,67.25,94.25,9.81,98.64,1,13.12,23.6,98.98,55.15,6.79,85.72,44.53,48.27,5.38,61.71,8.96,20.64,5.8,24.67,8,52.71,13.5,16.93,3.5,17.35,18.9,55.65,38.50,3.99,33.20
6071010010,6869,San Bernardino,92345,Hesperia,-117.3367128,34.4570286,27.10,55.31,55-60%,0.062,89.72,8.169468542,15.87,0.095,35.48,455.77,43.36,40.35,37.63,0.00,0.00,381.4649963,42.99,2426.523816,91.93,0,0.00,5,32.10,0.01,8.74,0,0.00,0,0.00,32.47,4.00,26.30,62.16,71.57,4.7,43.79,25.23,97.78,19.6,63.64,5.5,40.21,49.4,78.44,6.3,52.65,20.8,63.70,65.39,6.78,73.46
6073006500,3285,San Diego,92110,San Diego,-117.2008368,32.7521188,27.09,55.30,55-60%,0.041,27.70,10.0631784,49.71,0.582,92.46,310.01,23.45,40.27,37.49,0.00,0.00,291.1944021,39.41,1340.764129,73.51,73.85,98.39,240.7,99.47,0.325,62.72,12,90.16,0.7,22.56,53.53,6.59,82.89,36.95,36.45,3.62,18.57,8.04,14.01,5.7,24.29,1.7,12.70,41.9,68.51,13.3,93.08,27,82.99,39.66,4.11,34.87
6071010020,7966,San Bernardino,92345,Hesperia,-117.2971249,34.4037817,27.09,55.28,55-60%,0.065,96.65,8.973805232,36.75,0.169,55.96,248.02,9.43,45.21,44.40,0.00,0.00,793.1059977,56.52,617.572995,29.61,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,27.44,3.38,15.25,67.1,76.33,5.81,71.26,28.23,99.38,27,75.52,4.2,32.23,75.6,98.23,10.7,84.89,22.8,71.00,77.35,8.02,89.46
6089011002,5094,Shasta ,96001,Redding,-122.3976532,40.5381994,27.08,55.27,55-60%,0.044,39.12,7.893054075,12.41,0.070,25.92,559.46,54.38,45.10,44.19,0.00,0.00,11.64398353,11.70,349.3699099,10.98,10.2,64.48,42.1,87.66,0.1,41.46,2,24.15,2,51.98,34.54,4.25,31.99,61.53,70.70,6.98,89.65,15.74,70.24,9.5,39.11,1.1,7.56,33.4,56.56,9.1,76.83,17.7,50.05,61.44,6.37,67.58
6037554103,1523,Los Angeles,90706,Bellflower,-118.1201748,33.899698,27.08,55.26,55-60%,0.044,36.61,11.91361716,73.70,0.109,39.96,443.37,42.29,69.97,78.97,0.00,0.00,2372.019979,76.00,860.7976346,48.58,0,0.00,0.2,1.53,0.01,8.74,3,34.11,0,0.00,35.97,4.43,35.64,61.64,71.09,6.25,79.73,17.57,78.84,21.4,66.69,6,42.95,25.9,43.29,4.3,27.44,13.2,26.79,58.99,6.12,63.90
6065045207,5314,Riverside ,92201,Indio,-116.2405275,33.7074307,27.08,55.25,55-60%,0.060,82.76,7.585425549,10.16,0.158,53.13,248.56,9.56,43.87,42.27,0.42,34.28,0.269077,4.06,893.9468291,51.01,1,18.72,0,0.00,0,0.00,7,68.85,0,0.00,29.77,3.66,20.24,58.55,67.47,4.82,47.40,16.66,74.58,22,67.68,34,97.06,66.3,94.27,7.1,61.36,24.5,76.46,71.26,7.39,81.58
6085503217,4785,Santa Clara,95111,San Jose,-121.8303183,37.2867501,27.07,55.23,55-60%,0.040,24.59,8.464617057,21.90,0.176,57.51,289.69,18.44,69.06,77.94,0.00,0.00,58.60326767,22.25,1304.387077,72.38,4.6,43.32,15.7,61.77,0,0.00,3,34.11,0.2,8.40,34.42,4.24,31.65,65.99,75.34,4.77,46.01,13.69,58.54,25.9,73.99,16.2,79.41,41.3,67.71,5,36.44,19.6,58.82,61.62,6.39,67.79
6083002706,6620,Santa Barbara,93436,Lompoc,-120.4487233,34.6507195,27.07,55.22,55-60%,0.031,8.40,7.491220935,9.60,0.092,34.37,289.39,16.56,71.90,80.90,523.44,85.60,2.0850387,7.11,363.7968032,11.84,0,0.00,20.8,70.30,0,0.00,4,44.59,0.2,8.40,29.42,3.62,19.40,49.65,56.12,5.58,66.28,15.92,71.05,37.6,86.89,15.7,78.26,51.2,80.68,14.9,95.59,19.2,57.15,72.10,7.48,82.53
6037267502,3601,Los Angeles,90025,Los Angeles,-118.4621616,34.0375502,27.07,55.21,55-60%,0.049,57.54,11.67808355,65.50,0.343,80.54,544.68,52.69,45.18,44.36,0.96,41.69,850.6646524,58.01,1156.515083,66.70,18.9,82.98,25.35,76.03,0.225,55.78,0,0.00,7.15,83.65,58.81,7.24,91.28,23.21,13.41,3.46,15.49,9.69,27.02,11.8,46.75,15.6,78.04,25.6,42.80,6.2,51.22,17.4,48.61,36.06,3.74,29.17
6029001802,5474,Kern ,93309,Bakersfield,-119.0674079,35.3637621,27.06,55.20,55-60%,0.064,95.98,15.55880126,99.50,0.033,11.95,547.03,52.84,26.25,19.18,0.00,0.00,257.6286672,37.73,1428.671653,76.25,1.75,24.83,0,0.00,0,0.00,0,0.00,0,0.00,34.44,4.24,31.70,81.79,86.45,5.42,62.61,17.62,79.15,8.8,36.71,0.9,5.81,41,67.21,7.2,62.26,20.7,63.33,61.57,6.38,67.73
6023010800,4583,Humboldt ,95551,Loleta,-124.2233155,40.6530627,27.05,55.18,55-60%,0.030,7.03,6.192643649,3.91,0.023,8.10,501.37,48.91,61.22,67.36,0.50,36.14,5.593603433,9.64,440.7895016,16.76,0,0.00,41,87.27,5.1,95.97,6,59.92,15.5,96.25,39.12,4.81,45.25,86.64,88.52,3.64,19.00,23.03,95.16,7.4,31.25,0.9,5.81,51.9,81.42,7,60.24,12.9,25.31,54.18,5.62,56.52
6053011302,5616,Monterey ,93930,King City,-121.1254387,36.2128109,27.04,55.17,55-60%,0.039,21.84,5.870305079,2.75,0.063,23.25,646.26,61.45,75.83,85.19,231.79,81.27,0.402454,4.57,54.77335823,0.31,1.75,24.83,30,80.23,0,0.00,7,68.85,0,0.00,34.98,4.31,32.99,37.55,37.38,4.04,27.60,17.79,79.89,68.6,99.81,39.7,98.41,72.6,97.32,0.9,0.62,21.9,68.20,60.58,6.28,66.13
6029005506,5548,Kern ,93560,Rosamond,-118.3200023,34.885114,27.04,55.16,55-60%,0.063,92.52,5.995310438,3.14,0.027,9.31,855.66,92.27,22.36,14.70,2.29,48.82,167.7616018,32.64,148.457387,2.43,41.2,94.71,3,22.97,0,0.00,0,0.00,6.5,81.10,37.90,4.67,41.49,68,77.19,5.95,74.22,16.48,73.85,15.2,55.21,2.5,19.93,20.4,32.51,8.7,74.37,5.4,1.59,55.91,5.80,59.08
6037300902,1980,Los Angeles,91206,Glendale,-118.2004184,34.1541923,27.03,55.15,55-60%,0.055,72.52,11.44387729,59.94,0.093,34.88,936.73,96.66,55.69,59.54,0.02,14.51,1066.655335,62.48,5386.757748,99.80,0.1,2.43,3.75,26.46,0.5,70.25,0,0.00,9.2,89.11,54.24,6.68,84.24,32.12,28.94,6.03,75.76,13.39,56.61,3.3,12.41,NA,NA,7.1,3.92,7.2,62.26,11.5,18.75,39.05,4.05,33.91
6037117301,4005,Los Angeles,91343,North Hills,-118.4896512,34.2421587,27.03,55.13,55-60%,0.061,87.45,11.87764253,72.35,0.093,35.03,702.76,72.97,59.51,64.89,0.00,0.00,312.7539978,40.38,904.4525312,51.81,0,0.00,3,22.97,0,0.00,2,24.15,0,0.00,38.55,4.74,43.43,86.23,88.17,5,52.36,15.46,69.11,8.7,36.33,4.3,33.01,24.8,41.16,7.4,64.21,12.9,25.31,54.94,5.70,57.79
6065031001,5938,Riverside ,92504,Riverside,-117.4098503,33.9516686,27.03,55.12,55-60%,0.064,95.92,12.81782874,92.97,0.180,58.26,668.24,64.80,61.30,67.47,0.00,0.00,2318.743327,75.55,598.2573296,28.29,9.1,61.05,1.5,13.28,0,0.00,0,0.00,0,0.00,45.23,5.57,62.58,37.66,37.50,5.8,71.03,9.72,27.33,12,47.38,3.9,30.19,27.8,47.09,6.1,50.06,21.6,67.10,46.82,4.85,45.41
6067008913,4145,Sacramento ,95670,Rancho Cordova,-121.304405,38.6070496,27.02,55.11,55-60%,0.050,61.89,8.859850573,34.28,0.098,36.65,857.60,92.39,52.62,54.82,0.00,0.00,35.03283373,18.48,305.9546948,8.55,12.2,71.20,1.75,13.76,0,0.00,5,52.00,0,0.00,34.72,4.27,32.37,69.64,78.17,4.59,40.94,18.23,81.52,10.4,41.97,11.3,66.26,34.6,58.38,7.9,68.44,15.8,40.51,60.99,6.32,66.80
